entry_id,title,jurisdiction,income_group,region,depth_score,pct_deep,n_items,values_depth,principles_depth,mechanisms_depth
8e64a99b3999,Privacy Enhancing Technologies Sandbox,Singapore,High income,East Asia & Pacific,3.700,60.0,10,3.667,3.333,4.000
7abd9af13282,International Patient Summary (IPS) and ePrescription/eDispensation services through MyHealth@EU,Portugal,High income,Europe & Central Asia,3.700,70.0,10,3.000,3.667,4.250
9d86fef14962,Call for expressions of interest for Skills and professions of the future,France,High income,Europe & Central Asia,3.700,70.0,10,3.000,3.667,4.250
cc5b565b6291,MDIA Applied Research Grant,Malta,High income,Europe & Central Asia,3.700,70.0,10,3.333,3.000,4.500
d6e7295c7988,SOLAS Skills to Advance and eCollege ICT Development Pathways,Ireland,High income,Europe & Central Asia,3.700,70.0,10,3.250,4.000,4.000
cbda76aa58f3,Catalogue of Autonomous Vehicle Testing Areas on Public Roads,Czech Republic,High income,Europe & Central Asia,3.700,70.0,10,3.000,3.667,4.250
6eb87bc14bf4,R&D Projects (Experimental Development),Belgium,High income,Europe & Central Asia,3.700,50.0,10,3.667,3.333,4.000
5d10d16325a9,AI Use Cases in the Public Sector,Tunisia,Developing,Middle East & North Africa,3.700,80.0,10,3.667,3.500,4.000
ada62ea77d58,Australia's National Enforcement Guidelines for Automated Vehicles,Australia,High income,East Asia & Pacific,3.700,70.0,10,4.000,3.600,3.667
f564c30c4b0a,Automated Employment Decision Tool Law,United States,High income,North America,3.692,61.5,13,3.250,4.000,3.800
62517ffbaac1,Algorithm & AI Register,Netherlands,High income,Europe & Central Asia,3.692,61.5,13,3.750,3.200,4.250
560b397ad7c2,Second Joint Action Towards the European Health Data Space,Finland,High income,Europe & Central Asia,3.688,68.8,16,3.800,3.500,3.800
9568329b69db,AI R&D Guidelines,Japan,High income,East Asia & Pacific,3.688,68.8,16,3.800,3.833,3.400
d5d4c14acce6,CDEI Snapshot Paper: Smart Speakers and Voice Assistants,United Kingdom,High income,Europe & Central Asia,3.688,68.8,16,3.667,3.833,3.500
cd5c1f11ebe2,Medical Research Future Fund,Australia,High income,East Asia & Pacific,3.667,66.7,12,3.750,3.250,4.000
1efdb6146ce7,Establishment of Edge nodes indicators,Slovenia,High income,Europe & Central Asia,3.667,71.4,21,3.333,4.000,3.800
36729d2f4121,Australian Identity - Matching Services Bill,Australia,High income,East Asia & Pacific,3.667,66.7,15,3.600,3.600,3.800
4043feb2c3da,Resolution on Automated Decision-making Processes,European Union,Unknown,Unknown,3.667,66.7,15,4.000,3.400,3.600
ef4323fa5a78,Developing the Next Generation of AI Talent,United Kingdom,High income,Europe & Central Asia,3.667,61.1,18,3.167,3.833,4.000
5f9d72f7af7d,National AI Strategy 2.0,Estonia,High income,Europe & Central Asia,3.667,66.7,18,4.167,3.167,3.667
5a2d3b051222,Research Ireland research infrastructure programme awards,Ireland,High income,Europe & Central Asia,3.667,66.7,15,3.600,3.800,3.600
3493e89cb0e0,European Digital Innovation Hubs,Poland,High income,Europe & Central Asia,3.667,66.7,9,3.500,3.750,3.667
ef180e77452b,Teleworking: The Rules and Best Practices to follow,France,High income,Europe & Central Asia,3.667,73.3,15,3.200,4.000,3.800
3dc70ecafaf6,Freedom of Information Policy,Saudi Arabia,High income,Middle East & North Africa,3.667,66.7,12,3.667,3.500,3.800
49447c75879c,AI Support Portfolio,Estonia,High income,Europe & Central Asia,3.667,58.3,12,2.500,2.800,5.000
5ed897bb3366,AI Capability Fund,Australia,High income,East Asia & Pacific,3.667,60.0,15,3.400,3.800,3.800
57dcafbfc73d,SMEs Innovative: Medical Technology,Germany,High income,Europe & Central Asia,3.667,66.7,12,3.667,3.600,3.750
fb7aa2507796,Digital Pact for Schools,Germany,High income,Europe & Central Asia,3.667,55.6,9,3.667,3.000,4.333
fa2885d347ae,Synthetic Data Experiment,United Arab Emirates,High income,Middle East & North Africa,3.667,66.7,9,4.000,3.000,3.750
f18d28f325c4,National Strategy on R&D and Application of AI,Viet Nam,Developing,East Asia & Pacific,3.667,75.0,12,2.667,3.500,4.400
2268da949031,Analysis of Tourism Information,Portugal,High income,Europe & Central Asia,3.667,75.0,12,3.250,4.000,3.750
310f43e1b44b,White House Summit on AI for American Industry,United States,High income,North America,3.667,66.7,15,3.600,2.800,4.600
20de41acf646,Strengthen and retain specialised IT talent and skills,Denmark,High income,Europe & Central Asia,3.667,77.8,9,4.333,3.333,3.333
006546bad567,Council Conclusions on Regulatory Sandboxes,European Union,Unknown,Unknown,3.667,60.0,15,3.600,3.333,4.250
0c2fd2f04ac3,America's AI Action Plan,United States,High income,North America,3.667,55.6,18,3.833,3.333,3.833
d16b04da72f0,AI Idea Workshop for Environmental Protection,Germany,High income,Europe & Central Asia,3.667,66.7,12,3.400,3.750,4.000
cda9de508daf,Qualifying Employment in Innovation & Creativity (Personal Tax),Malta,High income,Europe & Central Asia,3.667,66.7,9,2.500,3.750,4.333
bfdff04a8afd,The National Traffic Management Centre (NTMC),Slovenia,High income,Europe & Central Asia,3.667,55.6,9,3.333,4.000,3.667
2f3cf31b494d,AI-Triage for General Practitioners,Netherlands,High income,Europe & Central Asia,3.667,66.7,9,4.000,3.667,3.333
cafc25c22f28,IPCEI-CIS project on Cloud Edge,Slovenia,High income,Europe & Central Asia,3.667,66.7,3,0.000,0.000,3.667
7593e8c794c3,AI Hub Tetouan,Morocco,Developing,Middle East & North Africa,3.667,66.7,6,3.667,4.000,3.000
7b45d0e34904,Guidebook on Introducing AI to SMEs,Japan,High income,East Asia & Pacific,3.667,66.7,9,3.000,4.000,4.000
de7b05f1aafa,Bangkok Statement on the Ethics of Science and Technology and Sustainable Development,Thailand,Developing,East Asia & Pacific,3.667,50.0,6,3.500,4.500,3.000
83fc77f7ffc8,BRIdge VC - TDJ Pitango Ventures fund,Poland,High income,Europe & Central Asia,3.667,66.7,6,3.500,3.500,4.000
8e8c12ed728e,Welsh Language Technology Action Plan,United Kingdom,High income,Europe & Central Asia,3.667,66.7,3,3.000,4.000,4.000
feeb3423b144,AI Use Cases in the Public Sector,Netherlands,High income,Europe & Central Asia,3.667,77.8,9,4.000,3.250,4.000
c1d00de7171b,GovTech Lab,Lithuania,High income,Europe & Central Asia,3.667,66.7,6,4.000,3.000,4.000
ff9abe151db3,G7 Toolkit for Artificial Intelligence in the Public Sector,G7,Unknown,Unknown,3.647,64.7,17,3.800,3.500,3.667
3c3c9ee3fa10,The Knowledge Hub for the Digitalization of Agriculture,Sweden,High income,Europe & Central Asia,3.643,57.1,14,3.333,3.167,4.400
809904847ba6,Research Platforms,Belgium,High income,Europe & Central Asia,3.643,64.3,14,3.800,3.400,3.750
eeb310f5c7e7,"AI Ecosystem Survey “Summary Report: Informing The National AI Strategy""",United Kingdom,High income,Europe & Central Asia,3.643,64.3,14,3.600,3.800,3.500
81197cc033d9,Experimental Law on Self-driving Vehicles,Netherlands,High income,Europe & Central Asia,3.636,72.7,11,4.000,3.250,3.750
4cf61dd6ea65,The CroRIS Project: A National CRIS in Croatia,Croatia,High income,Europe & Central Asia,3.636,63.6,11,4.000,3.250,3.750
367887e25580,AI use in processing VAT returns,Slovenia,High income,Europe & Central Asia,3.636,72.7,11,3.000,3.500,4.250
d4989ad2aea7,State Department Guidance on Products or Services With Surveillance Capabilities,United States,High income,North America,3.632,57.9,19,3.400,3.250,4.333
47555d3ea4a2,Digital Europe Programme,European Union,Unknown,Unknown,3.625,62.5,16,3.600,3.667,3.600
8ce3f59bc0a2,Irish National AI Strategy 2021,Ireland,High income,Europe & Central Asia,3.625,75.0,24,3.857,3.300,3.857
59e47b135852,AI European Digital Innovation Hub (EDIH) Hungary,Hungary,High income,Europe & Central Asia,3.625,62.5,8,3.500,3.667,3.667
b1ad039325d0,Fruit and vegetable price monitoring and forecasting,Malta,High income,Europe & Central Asia,3.625,62.5,8,3.500,3.667,3.667
461c8b546ff1,Research Ireland Centres,Ireland,High income,Europe & Central Asia,3.625,62.5,8,3.600,4.000,3.000
476218a84599,NL AIC Training Platform,Netherlands,High income,Europe & Central Asia,3.625,62.5,8,3.667,3.333,4.000
92bf11bd3658,National Competition for AI,Austria,High income,Europe & Central Asia,3.625,62.5,8,3.333,3.500,4.000
93deb5d342cf,AI4MSP,Poland,High income,Europe & Central Asia,3.625,62.5,8,3.500,3.000,4.333
741d7c22f643,R&D projects for smart specialisation and specific economic objectives,Slovenia,High income,Europe & Central Asia,3.625,50.0,8,2.500,3.333,4.667
7ad7472afe68,AI-powered medical chatbot,Latvia,High income,Europe & Central Asia,3.625,62.5,8,4.000,3.333,3.500
858886c922cc,R&D Projects (Industrial Research),Belgium,High income,Europe & Central Asia,3.625,50.0,8,3.000,3.500,4.000
3ece1734387f,AI Use Cases in the Public Sector,Estonia,High income,Europe & Central Asia,3.625,75.0,8,4.000,3.000,4.000
ddf0b4b7b4cf,"Special Program ""Autonomous - Performing Arts and AI""",Germany,High income,Europe & Central Asia,3.625,62.5,8,3.500,3.500,4.000
0afe5244a205,AI Use Cases in the Public Sector,Kenya,Developing,Sub-Saharan Africa,3.625,75.0,8,4.000,3.667,3.333
0aa73b251ae0,Concept for the Development of AI in Bulgaria Until 2030,Bulgaria,Developing,Europe & Central Asia,3.619,61.9,21,3.556,3.571,3.800
dcad935896bc,U.S.-EU Trade and Technology Council,United States,High income,North America,3.619,61.9,21,3.429,3.571,3.857
870627c80617,EuroHPC JU,Romania,High income,Europe & Central Asia,3.615,69.2,13,3.000,3.800,3.800
a3f5f51095ea,National Genomic Data Infrastructure (GDI) Node and 1+ Million Genome Project,Romania,High income,Europe & Central Asia,3.615,69.2,13,3.667,3.400,3.800
133c8622c23e,Manchester Prize,United Kingdom,High income,Europe & Central Asia,3.615,61.5,13,4.000,3.000,3.800
7d4037c80f19,National Data Index (NDI),Saudi Arabia,High income,Middle East & North Africa,3.615,61.5,13,3.333,3.400,4.000
1c221042e336,A National Health Systems Strategy for Malta 2023 - 2030,Malta,High income,Europe & Central Asia,3.615,69.2,13,4.250,3.000,3.600
679070084bef,Digital Agenda for Norway,Norway,High income,Europe & Central Asia,3.615,61.5,13,3.600,3.600,3.667
a9942e2c8124,Resolution on AI: Questions of Interpretation and Application of International Law,European Union,Unknown,Unknown,3.615,69.2,13,3.800,3.500,3.500
14c11a766780,Scotland's National AI Strategy (Formal Consultations),United Kingdom,High income,Europe & Central Asia,3.611,61.1,18,3.667,3.500,3.667
b814c2711a97,Civic Coding - Innovation Network AI for the Common Good,Germany,High income,Europe & Central Asia,3.611,66.7,18,3.333,3.500,4.000
fb214761a9e1,Project on Spanish Language and AI,Spain,High income,Europe & Central Asia,3.600,60.0,15,3.600,3.600,3.600
a0314c0efd3d,Regulatory Framework for Automated Vehicles in Australia,Australia,High income,East Asia & Pacific,3.600,66.7,15,3.667,3.333,3.833
53d5f15dcd59,Open Data Directive,European Union,Unknown,Unknown,3.600,60.0,15,3.800,3.500,3.500
02c24f37a75c,Federal Data Strategy,United States,High income,North America,3.600,65.0,20,3.800,3.625,3.429
65e92336556f,"Biological Data Storage, Access and Sharing Policy of India",India,Developing,South Asia,3.600,65.0,20,3.000,3.750,4.000
afb74b54efab,AI Governance Guidelines for Implementation of AI Principles Ver. 1.1,Japan,High income,East Asia & Pacific,3.600,65.0,20,2.714,3.875,4.400
81ed09e0e2fe,National center for AI innovation,Denmark,High income,Europe & Central Asia,3.600,70.0,10,3.750,4.000,3.000
569f4419c863,RETECH IA,Spain,High income,Europe & Central Asia,3.600,70.0,10,3.250,3.667,4.000
2199b2919fc5,4IR Technologies for Agriculture (In Progress),Colombia,Developing,Latin America & Caribbean,3.600,80.0,10,3.000,3.333,4.250
c7aa188b093c,Scientific and Technological R&D Tax Incentive Guidelines,South Africa,Developing,Sub-Saharan Africa,3.600,60.0,10,3.500,3.750,3.500
9048355f6a6a,Upgrading of the National Network of Infrastructures for Research and Technology (GRNET),Greece,High income,Europe & Central Asia,3.600,40.0,5,3.000,3.500,4.000
ea210e25db82,National Center for Data Processing,Poland,High income,Europe & Central Asia,3.600,60.0,5,4.000,4.000,3.000
1d4436d2f839,National Data and AI Strategy,Saudi Arabia,High income,Middle East & North Africa,3.600,66.7,15,3.667,3.800,3.250
cb41e73c514e,AI Grand Challenges,Singapore,High income,East Asia & Pacific,3.600,60.0,5,4.000,3.500,3.000
683b8f486045,Automated Administrative Procedures in Hungarian,Hungary,High income,Europe & Central Asia,3.600,70.0,10,4.000,3.500,3.500
a10a4358fe24,Emerging Technologies Handbook,Colombia,Developing,Latin America & Caribbean,3.593,59.3,27,3.625,3.556,3.600
3ac2c47b09d8,National Cybersecurity Strategy,Costa Rica,Developing,Latin America & Caribbean,3.588,58.8,17,3.500,3.500,3.800
0c8401cacd8f,Rules for Appointing Personal Data Protection Officer,Saudi Arabia,High income,Middle East & North Africa,3.583,58.3,12,3.667,3.600,3.500
153d8deca9db,Priority 1 of the EU Funds for Smart Economy 2021–2027,Poland,High income,Europe & Central Asia,3.583,50.0,12,3.500,4.000,3.250
bc4d0c963a37,Manufacturing Modernisation Fund,Australia,High income,East Asia & Pacific,3.583,66.7,12,3.333,3.750,3.600
9e84e72df5b0,Diia AI Assistant,Ukraine,Developing,Europe & Central Asia,3.583,66.7,12,3.250,3.750,3.750
77cd209de726,Recommendations on the Responsible Use of AI: Issues of Intellectual Property Law,Ukraine,Developing,Europe & Central Asia,3.583,75.0,12,2.667,4.000,3.800
20dbbee78362,Digital Rights Charter,Spain,High income,Europe & Central Asia,3.583,58.3,24,3.800,3.625,3.167
56dc3e164cfb,Open Government Action Plan,Finland,High income,Europe & Central Asia,3.583,75.0,12,3.000,4.000,3.750
3c1eaef92db5,Technology Comprehension in traditional subjects,Denmark,High income,Europe & Central Asia,3.583,66.7,12,3.000,4.000,4.500
e34f4824bad8,Smart Education @ Schools,Belgium,High income,Europe & Central Asia,3.571,57.1,14,3.250,3.600,3.800
e94b2500b47e,AI Cluster,France,High income,Europe & Central Asia,3.571,71.4,7,3.000,3.500,4.000
1d7c86824672,National Real-Time Water Management System,Bulgaria,Developing,Europe & Central Asia,3.571,57.1,7,4.000,3.333,3.500
238ad69415a4,Radiobotics - RBfracture,Denmark,High income,Europe & Central Asia,3.571,57.1,14,3.400,3.600,3.750
ac33a184d3f3,INSAIT Explorer Programme,Bulgaria,Developing,Europe & Central Asia,3.571,57.1,7,3.500,4.000,3.333
4db20014d8e3,Masters in Artificial Intelligence,Malta,High income,Europe & Central Asia,3.571,71.4,7,3.000,3.500,4.000
23c963f90193,Start-up Residence Programme,Malta,High income,Europe & Central Asia,3.571,71.4,7,3.000,3.500,4.000
7a3b90dff628,Quantum 2030,Ireland,High income,Europe & Central Asia,3.571,57.1,7,3.667,3.000,4.000
383bd6a37c04,International AI Olympiad,Saudi Arabia,High income,Middle East & North Africa,3.571,57.1,7,3.000,3.000,5.000
dcf4214a3723,Happy Code,Portugal,High income,Europe & Central Asia,3.571,57.1,7,3.000,3.500,4.500
c196d906b3a5,Australian Framework for Generative AI in Schools,Australia,High income,East Asia & Pacific,3.565,56.5,23,3.556,3.667,3.400
78d88513a6fe,Prospective Research Programme,Belgium,High income,Europe & Central Asia,3.562,62.5,16,3.000,3.667,4.000
ce72d6d11fce,National Code of Digital Technologies,Costa Rica,Developing,Latin America & Caribbean,3.556,61.1,18,3.571,3.333,3.800
b3d833fb1693,National Security Commission on AI,United States,High income,North America,3.556,72.2,18,3.667,3.667,3.333
80d65d7b22d0,National Multimodal Large Language Model Programme,Singapore,High income,East Asia & Pacific,3.556,66.7,9,3.667,3.333,3.667
057e254dae54,G7 Toolkit for Artificial Intelligence in the Public Sector,OECD/GPAI,Unknown,Unknown,3.556,66.7,18,3.833,3.500,3.333
e2d93f192e7c,Future Jobs Ireland,Ireland,High income,Europe & Central Asia,3.556,50.0,18,4.000,3.571,3.375
c5355cfd9c22,Cloud research programme (PEPR),France,High income,Europe & Central Asia,3.556,55.6,9,3.750,3.667,3.000
16dc5044aaf8,TRANSPORT 2030,Czech Republic,High income,Europe & Central Asia,3.556,66.7,9,3.000,3.667,4.000
0d862884475f,DiGiNN Cyprus (European Digital Innovation Hub),Cyprus,High income,Europe & Central Asia,3.556,66.7,9,3.000,4.000,3.667
77fdf4697029,Start-up Finance Scheme,Malta,High income,Europe & Central Asia,3.556,66.7,9,3.000,3.750,3.667
4b9de31f3d20,AI & gaming (JURK) EDIH,Croatia,High income,Europe & Central Asia,3.556,55.6,9,3.500,3.500,3.667
d74f0cd7783a,Coordinated and secure government IT operations,Sweden,High income,Europe & Central Asia,3.556,55.6,18,4.000,3.500,3.167
cd3f43536af4,Application Laboratory for AI and Big Data (AI Lab),Germany,High income,Europe & Central Asia,3.556,55.6,9,3.667,3.333,3.667
a96b9f34a2fb,Silicon Economy Ecosystem,Germany,High income,Europe & Central Asia,3.556,55.6,9,3.333,4.000,3.333
7e13a65faeae,Green AI Hub mid tier,Germany,High income,Europe & Central Asia,3.556,55.6,9,3.333,3.000,4.333
8c703a26862a,AI Use Cases in the Public Sector,Chile,High income,Latin America & Caribbean,3.556,66.7,9,3.333,3.333,4.000
1afdc0777d1c,AI Business Program,Finland,High income,Europe & Central Asia,3.556,66.7,9,3.333,3.667,3.667
e818631ce003,Regulatory Framework for Automated Vehicles,United Kingdom,High income,Europe & Central Asia,3.550,60.0,20,3.200,4.000,3.444
3329d917d3e3,Royal Decree-Law 9/2021,Spain,High income,Europe & Central Asia,3.545,54.5,11,3.400,3.500,4.000
f73e4f3e1b4b,European Digital Innovation Hubs (EDIHs),Slovak Republic,High income,Europe & Central Asia,3.545,63.6,11,3.000,3.750,3.750
d0c0065f01ab,Gravity and Strategic projects,Slovenia,High income,Europe & Central Asia,3.545,54.5,11,3.333,3.000,4.250
7803568735eb,Strategy of the e-Health Centre – summary 2023-2027,Poland,High income,Europe & Central Asia,3.545,54.5,22,3.222,3.625,4.000
dae0db24da73,Minimum Personal Data Determination Guideline,Saudi Arabia,High income,Middle East & North Africa,3.545,63.6,11,3.000,3.600,4.000
48a6805a33a3,Quantum Computing Research and Development Programme,Italy,High income,Europe & Central Asia,3.545,63.6,11,3.250,3.667,3.750
2cbedd129535,Investment C1.4 R5-I2 Autonomous Vehicles in Zagreb,Croatia,High income,Europe & Central Asia,3.545,63.6,11,3.667,4.000,3.000
be75b58dc2b1,Digital Excellence,Sweden,High income,Europe & Central Asia,3.545,72.7,11,2.500,4.000,4.333
1461de03b212,Fairness Innovation Challenge,United Kingdom,High income,Europe & Central Asia,3.545,63.6,11,3.750,3.500,3.333
3ec275666275,Luxembourg Future Fund,Luxembourg,High income,Europe & Central Asia,3.545,63.6,11,3.750,3.000,4.000
b7cfe716e4b3,AI VERIFY,Singapore,High income,East Asia & Pacific,3.538,61.5,13,3.667,3.400,3.600
a161c12e929f,Action Plan for Digitalisation and AI in Mobility,Germany,High income,Europe & Central Asia,3.538,65.4,26,4.000,3.000,3.667
04f01327f132,Teton.ai,Denmark,High income,Europe & Central Asia,3.538,61.5,13,3.000,3.800,3.750
02fd7526bf9b,National Biotechnology Strategy,Saudi Arabia,High income,Middle East & North Africa,3.538,53.8,13,4.000,3.500,3.000
22d136d2e569,Resolution on a Comprehensive European Industrial Policy on Artificial Intelligence and Robotics,European Union,Unknown,Unknown,3.536,57.1,28,3.636,3.500,3.429
143dd63b64a0,General Data Protection Regulation (GDPR),European Union,Unknown,Unknown,3.533,60.0,15,3.429,3.667,3.500
236208cb47a0,National AI Advisory Committee's Subcommittee on Law Enforcement,United States,High income,North America,3.533,66.7,15,3.600,3.200,3.800
697d2f932846,Catalysing the AI Opportunity in Our Regions,Australia,High income,East Asia & Pacific,3.533,60.0,15,3.400,3.000,4.200
55a7a5c530e5,National IT Academy project on the creation of study materials for new and innovative subjects in the field of artificial intelligence,Slovak Republic,High income,Europe & Central Asia,3.533,66.7,15,3.600,3.400,3.600
fed56a3abcdf,AI for Smart Cities Mobility,Italy,High income,Europe & Central Asia,3.533,60.0,15,3.667,3.400,3.500
fbdfcfa7f995,National AI Initiative Office,United States,High income,North America,3.529,64.7,17,3.667,3.000,3.833
1c23735b9ce2,Ethical Guidelines for Self-driving Cars,Germany,High income,Europe & Central Asia,3.529,58.8,17,3.500,3.667,3.400
6016f2a4b7c9,AI 4 Belgium,Belgium,High income,Europe & Central Asia,3.529,64.7,17,2.833,3.500,4.400
9e9dfeba32bb,CDEI Snapshot Paper: Facial Recognition Technology,United Kingdom,High income,Europe & Central Asia,3.529,58.8,17,3.667,3.333,3.600
f25446be7d7c,Dutch Digitalisation Strategy 2021,Netherlands,High income,Europe & Central Asia,3.526,63.2,19,3.429,3.333,3.833
f7729c8cba04,Digital Transformation Strategy for Africa,African Union,Unknown,Unknown,3.526,63.2,19,3.143,3.667,3.833
e7c9963e29fe,Voluntary Commitments,United States,High income,North America,3.526,57.9,19,4.000,3.000,3.833
ccb99ccc82bf,Federal Data Strategy,Belgium,High income,Europe & Central Asia,3.524,47.6,21,3.400,3.625,3.500
a9b196933dca,National Approach to AI,Sweden,High income,Europe & Central Asia,3.524,66.7,21,3.500,3.125,4.200
98467735e3a7,HORIZON Europe,European Union,Unknown,Unknown,3.500,56.2,16,3.167,3.800,3.600
162c492141c6,NSF Program on Fairness in AI,United States,High income,North America,3.500,66.7,18,3.333,3.286,4.000
ebf693cf6134,ICO Regulatory Sandbox,United Kingdom,High income,Europe & Central Asia,3.500,50.0,14,3.750,3.200,3.600
dc3f3a232e92,Digital Government Regulatory Framework,Saudi Arabia,High income,Middle East & North Africa,3.500,62.5,16,3.000,3.333,4.200
d2c05115e783,Microelectronics. Trustworthy and sustainable. For Germany und Europe,Germany,High income,Europe & Central Asia,3.500,58.3,12,3.750,3.500,3.250
1296801c3abd,Global AI Summit,Saudi Arabia,High income,Middle East & North Africa,3.500,64.3,14,3.600,2.750,4.000
0e78c053dbd5,AI Commission,Sweden,High income,Europe & Central Asia,3.500,71.4,14,3.800,3.000,3.600
077de2fdb548,National Digital Strategy,Colombia,Developing,Latin America & Caribbean,3.500,55.6,18,3.400,4.000,3.000
f0fa47462658,Destination Earth Initiative (DestinE),European Union,Unknown,Unknown,3.500,57.1,14,3.000,3.400,4.000
5dc2c2533c4d,IPCEI on Microelectronics and Communication Technologies (IPCEI ME/CT)/ Project FANFARE,Ireland,High income,Europe & Central Asia,3.500,60.0,10,3.500,3.000,4.000
0cd24bfe758a,Digital Transition Fund,Italy,High income,Europe & Central Asia,3.500,70.0,10,3.000,3.250,4.000
84b8107d7949,AI Fund,Belgium,High income,Europe & Central Asia,3.500,46.4,28,4.000,3.000,3.625
f3ffdd67631f,"Strategy for Science, Technology, and Innovation",Spain,High income,Europe & Central Asia,3.500,64.3,14,3.400,3.400,3.750
8bbf43f93a68,Inclusion of the climate or environmental dimensions of AI in education and training,France,High income,Europe & Central Asia,3.500,70.0,10,3.500,2.667,4.333
d784521f7e8b,Closing the Digital Gender Gap: Womens Participation in the Digital Economy,European Union,Unknown,Unknown,3.500,54.5,22,3.500,3.500,3.500
4443bed8224c,Signature Projects,Denmark,High income,Europe & Central Asia,3.500,50.0,10,3.000,4.000,3.500
e67ec0f7a453,Fair Forward AI for All,Germany,High income,Europe & Central Asia,3.500,60.0,10,3.250,3.667,3.667
f68e12f2f752,AI Bridging Cloud Infrastructure (ABCI),Japan,High income,East Asia & Pacific,3.500,66.7,6,3.500,3.000,4.000
07dbb3bad65c,Franco-German Roadmap on AI,France,High income,Europe & Central Asia,3.500,70.0,10,2.667,3.667,4.000
4af72819d726,LEAM - Large European AI Models,Germany,High income,Europe & Central Asia,3.500,50.0,14,3.400,3.200,4.000
6ceefab6e4ca,National Data Strategy,United Kingdom,High income,Europe & Central Asia,3.500,64.3,14,3.600,3.400,3.500
d9547f7c7b3f,Research Ireland Centres for Research Training (CRT),Ireland,High income,Europe & Central Asia,3.500,50.0,8,2.000,3.000,5.000
cc4c3d365e47,Knowledge and Innovation Agenda,Netherlands,High income,Europe & Central Asia,3.500,50.0,12,3.750,3.250,3.500
0019d0001947,Initiatives to help SMEs adopt digital or novel technologies including AI,Spain,High income,Europe & Central Asia,3.500,66.7,6,4.000,3.000,3.667
4d7ffe3dd676,NL AIC Working Group on Human Capital,Netherlands,High income,Europe & Central Asia,3.500,50.0,8,4.500,2.333,4.000
42f0805db1ed,MSO OneService Chatbot,Singapore,High income,East Asia & Pacific,3.500,60.0,10,3.333,3.500,3.667
60583a25b056,Fee for Illegal Storage and Use of Employee IP Addresses,Norway,High income,Europe & Central Asia,3.500,50.0,8,3.333,3.667,3.500
ebfaccce809a,Supercomputers,Italy,High income,Europe & Central Asia,3.500,66.7,6,4.000,4.000,2.500
9a6d1b6d2da4,"""AI Essentials"" courses for women",Latvia,High income,Europe & Central Asia,3.500,50.0,6,3.000,3.500,4.000
8d1cbd754ce3,Memorandum of Understanding (MoU) with Microsoft,Latvia,High income,Europe & Central Asia,3.500,62.5,8,3.000,3.667,4.000
ed9c4749c803,Research Integrity Working Group,Estonia,High income,Europe & Central Asia,3.500,50.0,4,2.500,0.000,4.500
2f10bd90e1c2,The European Alliance,European Union,Unknown,Unknown,3.500,62.5,8,2.000,3.333,4.000
d0f7753f3a49,National Data Dictionary,Türkiye,Developing,Europe & Central Asia,3.500,50.0,6,0.000,4.000,3.250
e3977a40b500,Transitional study support,Sweden,High income,Europe & Central Asia,3.500,50.0,6,2.500,3.000,5.000
63c7e6ae2348,Data Public Innovation Center,Colombia,Developing,Latin America & Caribbean,3.500,50.0,8,3.500,3.333,3.667
3241e0c4f61c,Guidelines for Building New Generation AI Standard System,China (People’s Republic of),Unknown,Unknown,3.500,50.0,2,2.000,0.000,5.000
729fb119077b,AI chatbot,Malta,High income,Europe & Central Asia,3.500,75.0,4,4.000,3.000,0.000
f73c3ef0f8b6,Platform Industry 4.0,Germany,High income,Europe & Central Asia,3.500,50.0,6,3.500,3.500,3.500
2181ab419f15,Digital for Care: Digital Health Framework 2024-2030,Ireland,High income,Europe & Central Asia,3.474,63.2,19,3.571,3.286,3.600
ae6ee3222cc2,National New Generation AI Plan,China (People’s Republic of),Unknown,Unknown,3.474,52.6,19,3.400,3.286,3.714
d8b4a19d5e7b,Digital Switzerland Strategy,Switzerland,High income,Europe & Central Asia,3.471,58.8,17,3.833,3.333,3.200
3f76208b98d5,Federal Act Concerning the Protection of Personal Data,Austria,High income,Europe & Central Asia,3.467,53.3,15,4.333,3.167,3.333
8290ed104a41,ML Quality Management Guideline,Japan,High income,East Asia & Pacific,3.467,46.7,15,4.200,3.333,2.750
e82243e19aa9,Plan for Federal Engagement in Developing Technical Standards and Related Tools,United States,High income,North America,3.467,60.0,15,3.000,3.333,4.000
ff9bb34e4c1f,Centre for Artificial Intelligence in Society,Denmark,High income,Europe & Central Asia,3.467,60.0,15,3.400,3.500,3.500
b18a420d3f6a,"Component 7, Reform 1 of the curriculum reform of the Slovak education system",Slovak Republic,High income,Europe & Central Asia,3.467,66.7,15,3.600,3.400,3.400
83b5fffaaa3c,Open Data Policy,Tunisia,Developing,Middle East & North Africa,3.462,61.5,13,2.667,3.800,3.600
8cd77a60ce4f,Quantum Spain,Spain,High income,Europe & Central Asia,3.462,53.8,13,3.000,3.600,3.750
0c1c048e80fa,Open Data Policy,Saudi Arabia,High income,Middle East & North Africa,3.462,61.5,13,2.500,4.000,3.750
e75e95d629d1,Australia's AI Action Plan,Australia,High income,East Asia & Pacific,3.462,53.8,13,3.800,3.500,3.000
8c9f9da77e5e,Working Group on AI Governance Under the Asean Digital Senior Officials' Meeting,Singapore,High income,East Asia & Pacific,3.462,53.8,13,3.000,4.333,3.400
8f5eefa0f96f,Ethics Guidelines on Artificial Intelligence,European Union,Unknown,Unknown,3.455,54.5,22,3.667,3.375,3.200
