entry_id,title,jurisdiction,year,text_quality,n_models,policy_type,binding_nature,c1_clarity,c2_resources,c3_authority,c4_accountability,c5_coherence,e1_framework,e2_rights,e3_governance,e4_operationalisation,e5_inclusion,capacity_score,ethics_score,overall_score,mean_spread,income_group,income_binary,region,region_code,gdp_pc,is_international,log_gdp_pc
ec2fde7f8892,Voluntary AI Safety Standard,Australia,2024.0,good,3,Guideline,Non-binding,2,0,1,1,2,2,2,2,1,2,1.2,1.8,1.5,0.3,High income,High income,East Asia & Pacific,EAP,65400.0,False,11.08827753744529
3e4b24502b37,AI Guidelines for Business Ver1.0,Japan,2024.0,good,3,Guideline,Non-binding,1,1,2,1,2,2,1,2,1,2,1.4,1.6,1.5,0.6,High income,High income,East Asia & Pacific,EAP,52100.0,False,10.860920227741458
9c9e1783abc9,Guidelines for Ethical Application of AI in Education,Croatia,2024.0,good,3,Guideline,Non-binding,1,1,2,1,2,2,1,2,1,2,1.4,1.6,1.5,0.2,High income,High income,Europe & Central Asia,ECA,42500.0,False,10.657259354912508
a23e1930dbf0,Generative Artificial Intelligence Guidelines for Government,Saudi Arabia,2024.0,good,3,Guideline,Non-binding,2,0,2,1,2,2,2,2,1,1,1.4,1.6,1.5,0.4,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
ff9abe151db3,G7 Toolkit for Artificial Intelligence in the Public Sector,G7,2024.0,good,3,Guideline,Non-binding,1,1,1,1,2,2,2,2,1,2,1.2,1.8,1.5,0.7,Unknown,,Unknown,,,True,
b2d18722bc13,Introduction to AI Assurance,United Kingdom,2024.0,good,3,Guideline,Non-binding,1,1,2,1,2,2,2,2,1,1,1.4,1.6,1.5,0.4,High income,High income,Europe & Central Asia,ECA,62400.0,False,11.041320554357519
fb1d2100dd0b,Personal Data Breach Incidents Procedural Guide,Saudi Arabia,2024.0,good,3,Guideline,Soft law,2,0,2,1,2,1,2,2,3,0,1.4,1.6,1.5,0.9,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
d0c0065f01ab,Gravity and Strategic projects,Slovenia,2024.0,good,3,Program,Non-binding,2,3,3,2,2,0,0,0,2,1,2.4,0.6,1.5,0.9,High income,High income,Europe & Central Asia,ECA,55600.0,False,10.925938480238674
922800b357f7,AI in Primary and Secondary school,Italy,2024.0,good,3,Strategy,Non-binding,2,1,1,2,2,2,1,2,1,1,1.6,1.4,1.5,1.1,High income,High income,Europe & Central Asia,ECA,57200.0,False,10.95430917736789
3c3c9ee3fa10,The Knowledge Hub for the Digitalization of Agriculture,Sweden,2024.0,good,3,Program,Non-binding,2,2,2,1,3,1,0,1,1,2,2.0,1.0,1.5,0.9,High income,High income,Europe & Central Asia,ECA,72500.0,False,11.191341840842766
efccf98207e0,AI Excellence Centres,Italy,2024.0,good,3,Program,Non-binding,1,2,3,1,1,2,1,2,1,1,1.6,1.4,1.5,1.0,High income,High income,Europe & Central Asia,ECA,57200.0,False,10.95430917736789
fa543bd1e5bc,Attracting and retaining AI-related talent,Finland,2024.0,good,3,Program,Non-binding,2,3,2,1,2,1,1,0,1,2,2.0,1.0,1.5,0.8,High income,High income,Europe & Central Asia,ECA,62200.0,False,11.03811027872727
6e7ecf14b615,Priority Research Programme and Equipment (PEPR) on Artificial Intelligence,France,2024.0,good,3,Program,Non-binding,2,2,3,1,2,1,1,1,1,1,2.0,1.0,1.5,0.6,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
2524476527d9,"""Digitisation and decarbonisation of mobility"" strategy",France,2024.0,good,3,Program,Non-binding,2,2,3,1,2,1,1,1,1,1,2.0,1.0,1.5,1.0,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
1b186814a3c0,HealthHub - Center for Innovative Healthcare,Slovak Republic,2024.0,good,3,Program,Non-binding,1,2,2,2,3,1,1,1,1,1,2.0,1.0,1.5,1.0,High income,High income,Europe & Central Asia,ECA,43100.0,False,10.671278276091838
c5355cfd9c22,Cloud research programme (PEPR),France,2024.0,good,3,Program,Non-binding,2,3,2,1,2,1,1,1,1,1,2.0,1.0,1.5,1.0,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
4786df184851,CeADAR Technology Centre and  CeADAR AI EDIH,Ireland,2024.0,good,3,Program,Non-binding,1,2,2,2,3,1,1,1,1,1,2.0,1.0,1.5,0.7,High income,High income,Europe & Central Asia,ECA,118000.0,False,11.678439903447801
8bbf43f93a68,Inclusion of the climate or environmental dimensions of AI in education and training,France,2024.0,good,3,Program,Non-binding,2,2,2,1,3,1,1,1,1,1,2.0,1.0,1.5,0.7,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
fdfd0dcae7b8,Innovation Aid for SMEs Scheme,Malta,2024.0,good,3,Program,Soft law,3,2,3,2,2,0,0,0,2,1,2.4,0.6,1.5,0.9,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
99481483c6d7,Digital Technologies Programme,Malta,2024.0,good,3,Program,Non-binding,2,2,2,0,3,2,1,1,1,1,1.8,1.2,1.5,0.6,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
2880a61d6f9a,National Strategy for Semiconductors,Portugal,2024.0,good,3,Strategy,Non-binding,2,2,3,1,3,1,0,1,1,1,2.2,0.8,1.5,0.7,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
9831aa5eaefa,Academic Computer Centre CYFRONET AGH,Poland,2024.0,good,3,Action Plan,Non-binding,2,3,2,1,2,1,1,1,1,1,2.0,1.0,1.5,0.7,High income,High income,Europe & Central Asia,ECA,47200.0,False,10.762149171573647
b88ae26afd9d,Start IA,Belgium,2024.0,good,3,Program,Non-binding,2,3,2,1,2,1,0,1,2,1,2.0,1.0,1.5,0.6,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
77cd209de726,Recommendations on the Responsible Use of AI: Issues of Intellectual Property Law,Ukraine,2024.0,good,3,Guideline,Non-binding,1,1,2,1,2,2,2,1,1,2,1.4,1.6,1.5,0.8,Lower middle income,Developing,Europe & Central Asia,ECA,16400.0,False,9.70503661381229
2e7cc4de9eab,Call for Contributions to the Regulatory Sandbox for Artificial Intelligence and Data Protection,Brazil,2023.0,good,3,Program,Non-binding,1,1,2,1,2,1,2,2,1,2,1.4,1.6,1.5,0.5,Upper middle income,Developing,Latin America & Caribbean,LAC,20800.0,False,9.94270826568941
bd5dd7ab91d0,Tech Trends Position Statement: Generative AI,Australia,2023.0,good,3,Position Statement,Non-binding,1,0,2,1,2,2,2,2,1,2,1.2,1.8,1.5,0.4,High income,High income,East Asia & Pacific,EAP,65400.0,False,11.08827753744529
a5e91c826739,India AI: National Program on Artificial Intelligence,India,2023.0,good,3,Framework,Non-binding,2,1,2,1,2,2,1,1,1,2,1.6,1.4,1.5,0.2,Lower middle income,Developing,South Asia,SA,10100.0,False,9.22029070282935
5ddc1bdd8e29,AI Studios,Germany,2023.0,good,3,Strategy,Non-binding,2,2,2,1,2,2,1,1,1,1,1.8,1.2,1.5,1.1,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
ef9b7d8a3ec8,AI and academic integrity guidelines,Ireland,2023.0,good,3,Guideline,Non-binding,2,0,2,1,2,2,1,2,1,2,1.4,1.6,1.5,0.3,High income,High income,Europe & Central Asia,ECA,118000.0,False,11.678439903447801
16dc5044aaf8,TRANSPORT 2030,Czech Republic,2023.0,good,3,Program,Non-binding,2,2,2,1,2,1,1,1,2,1,1.8,1.2,1.5,1.7,High income,High income,Europe & Central Asia,ECA,54200.0,False,10.900436187427738
fa9b57aea1cc,FactoryXChange EDIH,Ireland,2023.0,good,3,Program,Soft law,1,2,2,2,3,1,1,1,1,1,2.0,1.0,1.5,0.7,High income,High income,Europe & Central Asia,ECA,118000.0,False,11.678439903447801
bbf8b0ad7ae7,Optimal therapies through data-driven decision and support systems,Germany,2023.0,thin,3,Program,Soft law,2,2,2,1,1,1,1,1,2,2,1.6,1.4,1.5,0.7,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
1c439acb23f8,National Health Data Infrastructure,Austria,2023.0,good,3,Framework,Soft law,1,1,2,1,2,1,2,1,2,2,1.4,1.6,1.5,0.8,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
7803568735eb,Strategy of the e-Health Centre – summary 2023-2027,Poland,2023.0,good,3,Strategy,Non-binding,2,1,2,2,2,1,1,1,1,2,1.8,1.2,1.5,0.7,High income,High income,Europe & Central Asia,ECA,47200.0,False,10.762149171573647
6be981605032,IoT Connectivity Platform,Slovenia,2023.0,good,3,Strategy,Non-binding,3,2,3,2,3,0,0,1,0,1,2.6,0.4,1.5,1.0,High income,High income,Europe & Central Asia,ECA,55600.0,False,10.925938480238674
0d862884475f,DiGiNN Cyprus (European Digital Innovation Hub),Cyprus,2023.0,good,3,Program,Non-binding,1,2,2,2,3,1,1,1,1,1,2.0,1.0,1.5,0.6,High income,High income,Europe & Central Asia,ECA,52800.0,False,10.874266469694353
002d865a9ed0,Argentina,Argentina,2022.0,good,3,Framework,Non-binding,1,1,2,1,2,2,2,2,1,1,1.4,1.6,1.5,0.7,Upper middle income,Developing,Latin America & Caribbean,LAC,28800.0,False,10.268130666124037
9ef365f91764,AI Researchers Portal,United States,2022.0,good,3,Program,Non-binding,2,2,2,1,2,1,1,1,1,2,1.8,1.2,1.5,0.4,High income,High income,North America,NAM,85300.0,False,11.35392973347977
2fb9f29ad423,AI Regulation White Paper,United Kingdom,2022.0,good,3,White Paper,Non-binding,1,1,2,1,2,2,1,2,1,2,1.4,1.6,1.5,0.6,High income,High income,Europe & Central Asia,ECA,62400.0,False,11.041320554357519
fa2885d347ae,Synthetic Data Experiment,United Arab Emirates,2022.0,good,3,Framework,Non-binding,1,1,2,1,2,2,2,2,1,1,1.4,1.6,1.5,0.8,High income,High income,Middle East & North Africa,MENA,88200.0,False,11.387362241994882
36a193ac9509,Common Regulatory Capacity for AI,United Kingdom,2022.0,good,3,Framework,Non-binding,1,1,2,1,2,2,1,2,1,2,1.4,1.6,1.5,0.7,High income,High income,Europe & Central Asia,ECA,62400.0,False,11.041320554357519
6c26b3c168ba,Centre for the Fourth Industrial Revolution (C4IR),Rwanda,2022.0,good,3,Program,Non-binding,1,2,2,1,2,2,2,1,1,1,1.6,1.4,1.5,0.3,Low income,Developing,Sub-Saharan Africa,SSA,2900.0,False,7.9724660159745655
c25f1b899287,"e-Farming, Food and Forestry Project under RRF",Slovenia,2022.0,good,3,Program,Non-binding,2,3,2,1,2,1,0,1,1,2,2.0,1.0,1.5,0.8,High income,High income,Europe & Central Asia,ECA,55600.0,False,10.925938480238674
e99151995974,Next Generation Energy Systems (NexSys),Ireland,2022.0,good,3,Program,Non-binding,2,2,2,1,2,1,1,1,1,2,1.8,1.2,1.5,0.6,High income,High income,Europe & Central Asia,ECA,118000.0,False,11.678439903447801
59e47b135852,AI European Digital Innovation Hub (EDIH) Hungary,Hungary,2022.0,good,3,Program,Non-binding,1,2,2,2,3,1,1,1,1,1,2.0,1.0,1.5,0.7,High income,High income,Europe & Central Asia,ECA,44600.0,False,10.705489138008156
1d52db19c9db,National Strategic Hub,Italy,2022.0,good,3,Action Plan,Soft law,2,2,2,1,2,1,1,1,1,2,1.8,1.2,1.5,2.1,High income,High income,Europe & Central Asia,ECA,57200.0,False,10.95430917736789
afb74b54efab,AI Governance Guidelines for Implementation of AI Principles Ver. 1.1,Japan,2021.0,good,3,Guideline,Non-binding,2,0,1,1,2,2,2,2,1,2,1.2,1.8,1.5,0.7,High income,High income,East Asia & Pacific,EAP,52100.0,False,10.860920227741458
f18d28f325c4,National Strategy on R&D and Application of AI,Viet Nam,2021.0,good,3,Action Plan,Non-binding,2,1,3,2,2,0,1,1,2,1,2.0,1.0,1.5,1.9,Lower middle income,Developing,East Asia & Pacific,EAP,15500.0,False,9.648595302907339
9d86fef14962,Call for expressions of interest for Skills and professions of the future,France,2021.0,good,3,Action Plan,Non-binding,3,3,2,2,3,0,0,0,1,1,2.6,0.4,1.5,1.0,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
3f507fe6036e,National Digital Innovation Hubs (DIHs) Network,Portugal,2021.0,good,3,Executive Order,Soft law,2,2,3,2,3,0,0,1,1,1,2.4,0.6,1.5,0.6,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
752929e55666,INNOAIR,Bulgaria,2021.0,good,3,Program,Non-binding,3,1,2,1,2,1,1,1,1,2,1.8,1.2,1.5,0.8,Upper middle income,Developing,Europe & Central Asia,ECA,35600.0,False,10.480100916840122
61c2a3ce9931,IPCEI Cloud,Italy,2021.0,good,3,Program,Non-binding,2,2,2,2,2,1,1,1,1,1,2.0,1.0,1.5,1.0,High income,High income,Europe & Central Asia,ECA,57200.0,False,10.95430917736789
3c66428d70b9,Cloud Strategy,Italy,2021.0,good,3,Strategy,Non-binding,3,1,2,1,2,1,1,2,2,0,1.8,1.2,1.5,1.2,High income,High income,Europe & Central Asia,ECA,57200.0,False,10.95430917736789
d784521f7e8b,Closing the Digital Gender Gap: Womens Participation in the Digital Economy,European Union,2020.0,good,3,Strategy,Non-binding,1,1,2,2,3,1,1,1,1,2,1.8,1.2,1.5,1.1,Unknown,,Unknown,,,True,
da59c5325ab2,European Strategy for Data,European Union,2020.0,good,3,Strategy,Non-binding,2,1,1,1,3,2,2,1,1,1,1.6,1.4,1.5,0.7,Unknown,,Unknown,,,True,
ac56221a7344,Applied Artificial Intelligence Research Centers,Brazil,2020.0,good,3,Program,Non-binding,2,3,2,1,2,1,0,2,1,1,2.0,1.0,1.5,0.8,Upper middle income,Developing,Latin America & Caribbean,LAC,20800.0,False,9.94270826568941
4fc22cc8d980,Special Committee on Artificial Intelligence in the Digital Age (AIDA),European Union,2020.0,good,3,Framework,Non-binding,1,1,2,1,2,2,2,1,1,2,1.4,1.6,1.5,0.7,Unknown,,Unknown,,,True,
ab715542a7ea,AI Action Plan,Hungary,2020.0,good,3,Strategy,Non-binding,2,1,2,1,2,2,1,1,1,2,1.6,1.4,1.5,0.3,High income,High income,Europe & Central Asia,ECA,44600.0,False,10.705489138008156
605d4b95880f,National Programme for Government Schools: Responsible AI for Youth,India,2020.0,good,3,Framework,Non-binding,1,1,1,1,2,3,2,1,1,2,1.2,1.8,1.5,0.6,Lower middle income,Developing,South Asia,SA,10100.0,False,9.22029070282935
e67af2e452a7,Compendium of AI Use Cases,Singapore,2020.0,good,3,Guideline,Non-binding,1,1,2,2,2,2,1,2,1,1,1.6,1.4,1.5,1.3,High income,High income,East Asia & Pacific,EAP,133700.0,False,11.803353763090035
2268da949031,Analysis of Tourism Information,Portugal,2020.0,good,3,Strategy,Non-binding,2,1,2,2,2,1,1,1,1,2,1.8,1.2,1.5,1.2,High income,High income,Europe & Central Asia,ECA,46500.0,False,10.747207591575448
d8b4a19d5e7b,Digital Switzerland Strategy,Switzerland,2020.0,good,3,Strategy,Soft law,2,1,2,2,3,1,1,1,1,1,2.0,1.0,1.5,0.8,High income,High income,Europe & Central Asia,ECA,91900.0,False,11.428456308343778
a17399cfb9a7,COVID-19 Use of AI,Peru,2020.0,good,3,Strategy,Non-binding,2,1,2,1,2,2,1,1,1,2,1.6,1.4,1.5,0.1,Upper middle income,Developing,Latin America & Caribbean,LAC,16900.0,False,9.735068900911164
a12e0db88ca0,Ministry of Health Digital Strategy Framework and Roadmap,Saudi Arabia,2020.0,good,3,Framework,Non-binding,2,1,2,1,3,1,1,1,1,2,1.8,1.2,1.5,0.2,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
1a2db56acd9a,Observatory for AI in Work and Society,Germany,2020.0,good,3,Program,Non-binding,1,1,2,1,2,2,1,2,1,2,1.4,1.6,1.5,0.8,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
4459a0d97780,Automated and Connected Driving,Germany,2020.0,good,3,Strategy,Non-binding,2,2,2,1,2,1,1,1,2,1,1.8,1.2,1.5,1.1,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
4443bed8224c,Signature Projects,Denmark,2020.0,good,3,Program,Non-binding,2,3,1,1,2,1,1,1,1,2,1.8,1.2,1.5,0.5,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
f59ae18ff65f,AURORA AI,Finland,2019.0,good,3,Program,Non-binding,2,1,2,1,3,2,1,1,1,1,1.8,1.2,1.5,0.6,High income,High income,Europe & Central Asia,ECA,62200.0,False,11.03811027872727
01cb4ecfaab4,Human Rights and Technology Discussion Paper,Australia,2019.0,good,3,Discussion Paper,Non-binding,1,0,2,1,2,2,2,2,1,2,1.2,1.8,1.5,0.6,High income,High income,East Asia & Pacific,EAP,65400.0,False,11.08827753744529
e67ec0f7a453,Fair Forward AI for All,Germany,2019.0,good,3,Program,Non-binding,2,1,2,1,2,1,1,1,1,3,1.6,1.4,1.5,0.6,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
6016f2a4b7c9,AI 4 Belgium,Belgium,2019.0,good,3,Strategy,Non-binding,1,1,1,1,2,2,2,2,1,2,1.2,1.8,1.5,0.5,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
9537e1badfb7,Data Ethics Advisory Group,New Zealand,2019.0,thin,3,Guideline,Non-binding,1,1,2,2,1,2,2,1,1,2,1.4,1.6,1.5,0.6,High income,High income,East Asia & Pacific,EAP,52200.0,False,10.86283777387073
e82243e19aa9,Plan for Federal Engagement in Developing Technical Standards and Related Tools,United States,2019.0,good,3,Action Plan,Non-binding,2,1,2,1,2,2,1,2,1,1,1.6,1.4,1.5,0.4,High income,High income,North America,NAM,85300.0,False,11.35392973347977
4c1b3cbec58f,"Local, State, and Federal Regulations on Facial Recognition Technologies",United States,2019.0,good,3,Legislation,Hard law,3,0,2,1,1,1,2,1,3,1,1.4,1.6,1.5,0.8,High income,High income,North America,NAM,85300.0,False,11.35392973347977
2593cd9ea655,DIGITALWALLONIA4AI,Belgium,2019.0,good,3,Strategy,Non-binding,1,1,2,2,2,1,1,2,1,2,1.6,1.4,1.5,1.4,High income,High income,Europe & Central Asia,ECA,68500.0,False,11.134589024250317
28b65a67e680,Opinion of the Data Ethics Commission,Germany,2018.0,good,3,Framework,Non-binding,1,0,1,1,2,3,2,2,1,2,1.0,2.0,1.5,0.5,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
f68e12f2f752,AI Bridging Cloud Infrastructure (ABCI),Japan,2018.0,good,3,Program,Non-binding,2,2,3,1,2,1,1,1,1,1,2.0,1.0,1.5,1.0,High income,High income,East Asia & Pacific,EAP,52100.0,False,10.860920227741458
46db3a23e46b,CDEI Review of Online Targeting,United Kingdom,2018.0,good,3,Review,Non-binding,2,0,1,1,2,1,2,2,1,3,1.2,1.8,1.5,0.7,High income,High income,Europe & Central Asia,ECA,62400.0,False,11.041320554357519
13e227b5a21f,UAE Council for AI,United Arab Emirates,2018.0,good,3,Framework,Non-binding,1,2,3,1,2,1,1,2,1,1,1.8,1.2,1.5,0.4,High income,High income,Middle East & North Africa,MENA,88200.0,False,11.387362241994882
8f6f1bfe26a8,Funding Initiatives on AI and Machine Learning,Germany,2017.0,good,3,Action Plan,Non-binding,2,2,2,1,2,2,1,1,1,1,1.8,1.2,1.5,1.2,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
1312b3300a28,AI Programme,Finland,2017.0,good,3,Program,Non-binding,2,1,2,1,2,2,1,1,1,2,1.6,1.4,1.5,0.4,High income,High income,Europe & Central Asia,ECA,62200.0,False,11.03811027872727
6674d811d6ac,France AI,France,2017.0,good,3,Strategy,Non-binding,2,2,2,1,2,1,1,1,1,2,1.8,1.2,1.5,0.5,High income,High income,Europe & Central Asia,ECA,63000.0,False,11.05089000537367
4cf61dd6ea65,The CroRIS Project: A National CRIS in Croatia,Croatia,2017.0,good,3,Program,Non-binding,2,3,2,1,2,1,1,1,1,1,2.0,1.0,1.5,1.9,High income,High income,Europe & Central Asia,ECA,42500.0,False,10.657259354912508
b8df3d55a655,National AI R&D Strategic Plan,United States,2016.0,good,3,Strategy,Non-binding,2,1,2,1,3,2,1,1,1,1,1.8,1.2,1.5,0.4,High income,High income,North America,NAM,85300.0,False,11.35392973347977
5225adf63d55,Alan Turing Institute,United Kingdom,2015.0,good,3,Strategy,Non-binding,2,1,2,1,2,2,1,1,1,2,1.6,1.4,1.5,0.4,High income,High income,Europe & Central Asia,ECA,62400.0,False,11.041320554357519
16c41fd3a637,SFI Research Centres and Spokes Programme,Ireland,2012.0,good,3,Program,Non-binding,2,2,2,2,2,1,0,1,1,2,2.0,1.0,1.5,0.5,High income,High income,Europe & Central Asia,ECA,118000.0,False,11.678439903447801
cc5b565b6291,MDIA Applied Research Grant,Malta,2001.0,good,3,Grant Program,Non-binding,2,2,3,1,2,1,1,1,1,1,2.0,1.0,1.5,0.7,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
a62b902adb3b,"Notice 15/V - 113 (""Notice on the Authorization to Test Automated Driving Systems"")",Spain,1998.0,good,3,Regulation,Binding regulation,2,1,3,1,2,1,1,2,2,0,1.8,1.2,1.5,0.7,High income,High income,Europe & Central Asia,ECA,55000.0,False,10.915088464214607
cc940499d1c1,AI Strategy of Japan,Japan,2019.0,good,2,Strategy,Non-binding,2,1,2,1,2,2,1,1,1,2,1.6,1.4,1.5,0.1,High income,High income,East Asia & Pacific,EAP,52100.0,False,10.860920227741458
310f43e1b44b,White House Summit on AI for American Industry,United States,2018.0,good,3,Framework,Non-binding,1,2,3,1,2,1,1,2,1,1,1.8,1.2,1.5,0.4,High income,High income,North America,NAM,85300.0,False,11.35392973347977
305cb71069a7,Research Ireland Frontiers for the Future Programme (FFP),Ireland,2025.0,good,3,Program,Non-binding,2,2,2,1,2,1,0,1,1,2,1.8,1.0,1.4,1.0,High income,High income,Europe & Central Asia,ECA,118000.0,False,11.678439903447801
a23547fc0cf2,Action Plan for the Implementation of the Concept for the Development of Artificial Intelligence in Ukraine for 2025–2026,Ukraine,2025.0,good,3,Action Plan,Non-binding,3,1,2,2,2,1,0,1,2,0,2.0,0.8,1.4,1.0,Lower middle income,Developing,Europe & Central Asia,ECA,16400.0,False,9.70503661381229
66b173bd0d8b,Big Course on Artificial Intelligence in Education,Ukraine,2025.0,thin,3,Program,Non-binding,2,1,2,1,2,2,1,1,1,1,1.6,1.2,1.4,1.0,Lower middle income,Developing,Europe & Central Asia,ECA,16400.0,False,9.70503661381229
fb6c70cd90a0,AI Service Desk,Austria,2024.0,good,3,Program,Non-binding,1,1,3,1,2,1,1,2,1,1,1.6,1.2,1.4,0.7,High income,High income,Europe & Central Asia,ECA,72000.0,False,11.184421397998193
8c9f9da77e5e,Working Group on AI Governance Under the Asean Digital Senior Officials' Meeting,Singapore,2024.0,good,3,Joint Media Statement,Non-binding,1,1,2,1,2,2,1,2,1,1,1.4,1.4,1.4,0.9,High income,High income,East Asia & Pacific,EAP,133700.0,False,11.803353763090035
e216439a9233,Deepfakes Guidelines,Saudi Arabia,2024.0,good,3,Guideline,Non-binding,2,0,1,1,2,2,2,2,1,1,1.2,1.6,1.4,0.4,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
dae0db24da73,Minimum Personal Data Determination Guideline,Saudi Arabia,2024.0,good,3,Guideline,Soft law,2,0,1,2,2,2,2,1,2,0,1.4,1.4,1.4,0.8,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
3c9684c2133d,Invest 2035: The Uk's Modern Industrial Strategy,United Kingdom,2024.0,good,3,Strategy,Non-binding,1,1,2,1,2,1,1,2,1,2,1.4,1.4,1.4,1.2,High income,High income,Europe & Central Asia,ECA,62400.0,False,11.041320554357519
1061536bb368,National Occupational Standard Framework for Data and Artificial Intelligence (NOSF),Saudi Arabia,2024.0,good,3,Framework,Non-binding,2,1,3,1,2,1,1,1,1,1,1.8,1.0,1.4,0.6,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
085340e3e635,"Recommendations on AI in education, teaching and training",Finland,2024.0,good,3,Guideline,Non-binding,1,1,2,1,2,2,1,1,1,2,1.4,1.4,1.4,0.7,High income,High income,Europe & Central Asia,ECA,62200.0,False,11.03811027872727
ec286e692074,Using generative artificial intelligence for and in education,Slovenia,2024.0,thin,3,Program,Non-binding,2,2,2,1,2,1,1,1,1,1,1.8,1.0,1.4,0.6,High income,High income,Europe & Central Asia,ECA,55600.0,False,10.925938480238674
81ed09e0e2fe,National center for AI innovation,Denmark,2024.0,good,3,Program,Non-binding,2,3,2,1,1,1,1,1,1,1,1.8,1.0,1.4,1.0,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
ff9bb34e4c1f,Centre for Artificial Intelligence in Society,Denmark,2024.0,good,3,Program,Non-binding,1,2,2,1,2,2,1,1,1,1,1.6,1.2,1.4,0.2,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
853345c6dfca,EquiFund & EquiFund II,Greece,2024.0,good,3,Program,Non-binding,2,2,2,2,1,1,1,1,1,1,1.8,1.0,1.4,2.0,High income,High income,Europe & Central Asia,ECA,42700.0,False,10.661954199216716
77fdf4697029,Start-up Finance Scheme,Malta,2024.0,good,3,Guideline,Soft law,2,2,3,2,2,0,0,1,2,0,2.2,0.6,1.4,1.8,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
457e96bed2e4,Advancement of paediatric cancer care,Latvia,2024.0,good,3,Program,Non-binding,2,3,2,1,2,0,1,1,1,1,2.0,0.8,1.4,1.7,High income,High income,Europe & Central Asia,ECA,43400.0,False,10.678214720088496
ec196635314e,The new Section 393 SGB V (Social Security Code – Book V) has been enacted with the recent “Digital Act”,Germany,2024.0,thin,3,Legislation,Binding regulation,1,0,2,1,2,2,2,2,2,0,1.2,1.6,1.4,0.8,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
7ba0ef6af44d,AI Marketplace for Opportunities,Germany,2024.0,thin,3,Program,Non-binding,1,1,2,1,2,1,1,2,2,1,1.4,1.4,1.4,0.5,High income,High income,Europe & Central Asia,ECA,68200.0,False,11.130199843831553
1baebde76c46,Tentative Summary of AI Issues,Japan,2023.0,good,3,Framework,Non-binding,1,0,2,1,2,2,2,1,1,2,1.2,1.6,1.4,0.7,High income,High income,East Asia & Pacific,EAP,52100.0,False,10.860920227741458
ad2261ea0b44,Circular on the Use of Large Language Models in the Public Sector,Singapore,2023.0,good,3,Guideline,Soft law,2,1,2,1,2,1,2,1,2,0,1.6,1.2,1.4,0.5,High income,High income,East Asia & Pacific,EAP,133700.0,False,11.803353763090035
9ca096795e31,National Data Index Operational Excellence,Saudi Arabia,2023.0,good,3,Framework,Non-binding,3,1,2,2,2,1,0,1,2,0,2.0,0.8,1.4,0.7,High income,High income,Middle East & North Africa,MENA,65600.0,False,11.09133097493218
0ee739fbacb1,Technology Assessment Recognition Framework,Malta,2023.0,good,3,Framework,Non-binding,2,1,2,1,1,2,2,2,1,0,1.4,1.4,1.4,0.9,High income,High income,Europe & Central Asia,ECA,61000.0,False,11.018629143155449
727c31950e7c,Autonomous Driving test Bed,Serbia,2023.0,thin,3,Regulation,Binding regulation,2,0,3,1,2,1,1,2,2,0,1.6,1.2,1.4,0.5,Upper middle income,Developing,Europe & Central Asia,ECA,26900.0,False,10.19988156558993
20de41acf646,Strengthen and retain specialised IT talent and skills,Denmark,2023.0,good,3,Strategy,Non-binding,1,2,2,1,2,1,1,1,1,2,1.6,1.2,1.4,0.7,High income,High income,Europe & Central Asia,ECA,77600.0,False,11.25932270617131
